"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","211","$7.6185","$0.04","$1607.46"
"01/16/2026","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","195","","",""
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","289","$7.6185","$0.06","$2201.69"
"01/16/2026","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","149","","",""
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","195","$7.6185","$0.04","$1485.57"
"01/16/2026","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","148","","",""
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","149","$7.6185","$0.03","$1135.13"
"01/16/2026","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","106","","",""
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","148","$7.6185","$0.03","$1127.51"
"01/16/2026","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","137","","",""
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","106","$7.6185","$0.02","$807.54"
"01/16/2026","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","99","","",""
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","137","$7.6185","$0.03","$1043.70"
"01/16/2026","Sell","SNAP","SNAP INC CLASS CLASS A","99","$7.6185","$0.02","$754.21"
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","408","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","350","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","343","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","226","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","165","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","153","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","151","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","116","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","115","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","107","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","82","","",""
"12/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","77","","",""
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3302.54"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2836.21"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2778.88"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1834.75"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1337.83"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1242.28"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1226.98"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$944.13"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$932.66"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$871.50"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$668.92"
"12/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$626.88"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","170","","",""
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","185","","",""
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","254","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","170","$7.2486","$0.03","$1232.23"
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","185","$7.2486","$0.03","$1340.96"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","172","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","254","$7.2486","$0.04","$1841.10"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","131","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","172","$7.2486","$0.03","$1246.73"
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","131","$7.2486","$0.02","$949.55"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","93","","",""
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","121","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","93","$7.2486","$0.02","$674.10"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","87","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","121","$7.2486","$0.02","$877.06"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","456","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","87","$7.2486","$0.01","$630.62"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","392","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","456","$7.2486","$0.08","$3305.28"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","384","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","392","$7.2486","$0.07","$2841.38"
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","384","$7.2486","$0.06","$2783.40"
"12/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS CLASS A","129","","",""
"12/16/2025","Sell","SNAP","SNAP INC CLASS CLASS A","129","$7.2486","$0.02","$935.05"
"11/26/2025","Credit Interest","","SCHWAB1 INT 10/30-11/25","","","","$1.20"
"11/24/2025","MoneyLink Transfer","","Tfr JPMORGAN CHASE BAN, JEFFREY LEE-CHAN","","","","-$55000.00"
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","393","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","337","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","331","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","219","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","159","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","147","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","112","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","111","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","104","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","79","","",""
"11/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","74","","",""
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3893.95"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3343.47"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3275.79"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2170.32"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1579.24"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1461.92"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1114.48"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1105.46"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1033.28"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$789.63"
"11/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$735.48"
"11/18/2025","Sell","SNAP","SNAP INC CLASS A","3,000","$8.19","$0.50","$24569.50"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","404","","",""
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","395","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","404","$8.2947","$0.07","$3350.99"
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","395","$8.2947","$0.07","$3276.34"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","191","","",""
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","262","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","191","$8.2947","$0.03","$1584.26"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","177","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","262","$8.2947","$0.04","$2173.17"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","135","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","177","$8.2947","$0.03","$1468.13"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","134","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","135","$8.2947","$0.02","$1119.76"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","96","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","134","$8.2947","$0.02","$1111.47"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","125","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","96","$8.2947","$0.02","$796.27"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","89","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","125","$8.2947","$0.02","$1036.82"
"11/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","470","","",""
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","89","$8.2947","$0.01","$738.22"
"11/17/2025","Sell","SNAP","SNAP INC CLASS A","470","$8.2947","$0.08","$3898.43"
"10/30/2025","Credit Interest","","SCHWAB1 INT 09/29-10/29","","","","$1.24"
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","402","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","345","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","338","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","223","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","163","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","154","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","151","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","114","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","114","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","106","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","81","","",""
"10/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","76","","",""
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3598.23"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3085.97"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3023.50"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1999.01"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1457.62"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1382.65"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1353.51"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1024.49"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1020.33"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$949.53"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$724.65"
"10/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$683.00"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","187","","",""
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","257","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","187","$7.8034","$0.03","$1459.21"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","174","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","257","$7.8034","$0.04","$2005.43"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","132","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","174","$7.8034","$0.03","$1357.76"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","178","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","132","$7.8034","$0.02","$1030.03"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","131","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","178","$7.8034","$0.03","$1388.98"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","93","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","131","$7.8034","$0.02","$1022.23"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","122","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","93","$7.8034","$0.02","$725.70"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","88","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","122","$7.8034","$0.02","$951.99"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","462","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","88","$7.8034","$0.01","$686.69"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","396","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","462","$7.8034","$0.08","$3605.09"
"10/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","388","","",""
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","396","$7.8034","$0.07","$3090.08"
"10/16/2025","Sell","SNAP","SNAP INC CLASS A","388","$7.8034","$0.06","$3027.66"
"09/29/2025","Credit Interest","","SCHWAB1 INT 08/28-09/28","","","","$1.28"
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","417","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","358","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","350","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","232","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","169","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","160","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","157","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","119","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","118","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","110","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","84","","",""
"09/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","79","","",""
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3389.59"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2910.42"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2851.50"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1889.22"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1374.69"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1303.99"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1276.51"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$970.14"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$962.28"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$895.52"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$687.35"
"09/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$644.14"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","128","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","128","$7.6027","$0.02","$973.13"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","172","","",""
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","127","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","172","$7.6027","$0.03","$1307.63"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","91","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","127","$7.6027","$0.02","$965.52"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","118","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","91","$7.6027","$0.02","$691.83"
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","118","$7.6027","$0.02","$897.10"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","85","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","85","$7.6027","$0.01","$646.22"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","446","","",""
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","383","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","446","$7.6027","$0.07","$3390.73"
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","383","$7.6027","$0.06","$2911.77"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","376","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","376","$7.6027","$0.06","$2858.56"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","181","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","181","$7.6027","$0.03","$1376.06"
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","249","","",""
"09/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","168","","",""
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","249","$7.6027","$0.04","$1893.03"
"09/16/2025","Sell","SNAP","SNAP INC CLASS A","168","$7.6027","$0.03","$1277.22"
"08/28/2025","Credit Interest","","SCHWAB1 INT 07/30-08/27","","","","$0.04"
"08/26/2025","Sell","SNAP","SNAP INC CLASS A","4,301","$7.0249","$0.71","$30213.38"
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","412","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","354","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","347","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","229","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","158","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","155","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","118","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","117","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","109","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","83","","",""
"08/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","78","","",""
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3248.74"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2789.47"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2733.01"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1806.95"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1249.81"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1219.69"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$929.82"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$922.30"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$858.30"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$658.78"
"08/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$617.37"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","251","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","251","$7.218","$0.04","$1811.68"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","169","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","169","$7.218","$0.03","$1219.81"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","129","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","129","$7.218","$0.02","$931.10"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","174","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","174","$7.218","$0.03","$1255.90"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","86","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","86","$7.218","$0.01","$620.74"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","451","","",""
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","387","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","451","$7.218","$0.07","$3255.25"
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","387","$7.218","$0.06","$2793.31"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","379","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","379","$7.218","$0.06","$2735.56"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","128","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","128","$7.218","$0.02","$923.88"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","92","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","92","$7.218","$0.02","$664.04"
"08/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","119","","",""
"08/18/2025","Sell","SNAP","SNAP INC CLASS A","119","$7.218","$0.02","$858.92"
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","408","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","350","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","343","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","156","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","153","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","116","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","115","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","107","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","82","","",""
"07/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","77","","",""
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4312.43"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3698.49"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3623.63"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1657.09"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1622.14"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1232.83"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1222.85"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1137.99"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$873.47"
"07/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$813.58"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","172","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","172","$9.4672","$0.03","$1628.33"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","131","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","131","$9.4672","$0.02","$1240.18"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","176","","",""
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","130","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","176","$9.4672","$0.03","$1666.20"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","93","","",""
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","121","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","130","$9.4672","$0.02","$1230.72"
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","93","$9.4672","$0.02","$880.43"
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","121","$9.4672","$0.02","$1145.51"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","86","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","86","$9.4672","$0.01","$814.17"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","456","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","456","$9.4672","$0.08","$4316.96"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","391","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","391","$9.4672","$0.06","$3701.62"
"07/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","383","","",""
"07/16/2025","Sell","SNAP","SNAP INC CLASS A","383","$9.4672","$0.06","$3625.88"
"06/27/2025","Credit Interest","","SCHWAB1 INT 05/29-06/26","","","","$0.10"
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","416","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","357","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","350","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","160","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","156","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","119","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","118","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","110","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","84","","",""
"06/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","79","","",""
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3607.70"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3097.68"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3034.97"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1387.89"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1354.45"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1032.57"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1024.20"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$953.13"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$727.39"
